Entity,Code,Year,Coal Consumption - TWh,Oil Consumption - TWh,Gas Consumption - TWh,Nuclear Consumption - TWh,Hydro Consumption - TWh,Wind Consumption - TWh,Solar Consumption - TWh,Geo Biomass Other - TWh
Africa,,1965,323.49612,341.26276,9.543755,0,41.118813,0,,
Africa,,1966,323.1222,369.48657,10.669916,0,45.862915,0,,
Africa,,1967,330.29156,368.12524,10.54567,0,47.875538,0,,
Africa,,1968,343.5129,389.19986,10.68897,0,56.000473,0,,
Africa,,1969,346.64294,396.92285,12.492,0,65.3521,0,,
Africa,,1970,360.7569,433.7723,15.520325,0,81.70288,0,,
Africa,,1971,383.01233,473.56543,18.405264,0,76.92132,0,0,0.164
Africa,,1972,384.21082,510.67264,24.670656,0,87.62504,0,0,0.165
Africa,,1973,408.91034,549.7197,39.551792,0,92.68892,0,0,0.17
Africa,,1974,425.6462,567.7997,44.518486,0,105.467155,0,0,0.175
Africa,,1975,451.0805,596.40466,53.63838,0,111.53163,0,0,0.172
Africa,,1976,481.07416,652.58044,60.98139,0,123.59515,0,0,0.185
Africa,,1977,491.69846,695.1663,68.23419,0,135.81087,0,0,0.189
Africa,,1978,477.81558,732.181,97.3699,0,136.92912,0,0,0.195
Africa,,1979,507.24698,770.9386,148.84282,0,146.56386,0,0,0.201
Africa,,1980,543.55707,817.23883,186.91399,0,142.85742,0,0,0.207
Africa,,1981,635.79877,883.8619,228.49117,0,148.41989,0,0,0.218
Africa,,1982,701.1759,925.22723,246.73355,0,148.4593,0,0,0.236
Africa,,1983,713.24603,964.55225,271.27533,0,133.79536,0,0,0.23
Africa,,1984,762.8978,981.7521,259.90277,11.137246,131.55637,0,0,0.234
Africa,,1985,787.1659,1007.09186,278.84274,15.081392,146.2222,0,0,0.269
Africa,,1986,805.3561,988.59314,313.2712,24.978643,151.23631,0,0,0.659
Africa,,1987,828.3197,1042.0686,323.38437,17.498955,145.05942,0,0,0.658
Africa,,1988,890.16077,1086.2682,358.44455,29.774044,158.47528,0,0,0.626
Africa,,1989,835.62085,1123.9265,371.47104,31.493578,166.40816,0,0,0.617
Africa,,1990,877.6783,1142.4028,398.6454,23.974163,169.3014,0,0,0.796
Africa,,1991,853.76215,1148.7052,401.6356,25.946238,179.34581,0,0,0.812
Africa,,1992,858.8312,1170.5247,421.27026,26.35484,171.09227,0,0,0.84225
Africa,,1993,871.7139,1180.0767,412.64398,20.58617,167.60956,0.0059166667,0,0.9377
Africa,,1994,894.4478,1221.8848,431.82794,27.515383,170.3109,0.015972223,0,0.835
Africa,,1995,922.47125,1266.7817,461.2435,32.066753,176.73593,0.018638888,0,1.0187
Africa,,1996,935.2283,1293.9713,484.19177,33.41174,184.2691,0.021,0,1.258093
Africa,,1997,959.0191,1332.2731,474.47552,35.88605,188.81114,0.021277778,0,1.3866404
Africa,,1998,937.03894,1363.5087,499.33698,38.59304,197.0978,0.022472221,0,1.7125492
Africa,,1999,966.0107,1414.5602,504.01962,36.42518,209.0126,0.058539443,0,1.6961248
Africa,,2000,963.7306,1420.3865,556.8224,36.91607,222.53064,0.5189514,0.03531389,2.2690632
Africa,,2001,975.9263,1432.6643,634.63617,30.21782,237.57632,1.2208859,0.043955833,2.3353527
Africa,,2002,934.4216,1479.1665,670.6054,33.585613,248.17819,1.2947481,0.04904361,2.2864
Africa,,2003,1017.04846,1524.8151,711.5067,35.24046,239.4766,1.5532919,0.05815889,2.6224
Africa,,2004,1119.1619,1586.5107,783.0682,36.957527,251.33617,2.213917,0.07079056,2.9788496
Africa,,2005,1039.0726,1654.9192,807.7816,31.029053,254.37917,2.2345567,0.084134445,3.0096693
Africa,,2006,1054.097,1673.7168,843.4421,27.37538,261.91766,2.425894,0.10786167,3.7704048
Africa,,2007,1071.6333,1734.7408,900.0697,30.707249,269.18546,2.8734944,0.14273277,3.1420484
Africa,,2008,1180.7251,1824.851,935.1621,35.06555,272.4835,3.686173,0.20416835,3.2673957
Africa,,2009,1176.0021,1885.9763,940.86066,34.31848,278.0456,4.438265,0.26759833,3.5627222
Africa,,2010,1164.8401,1966.2146,980.7318,36.028275,298.92563,6.3410387,0.5996614,3.764553
Africa,,2011,1147.2993,1934.1709,1060.527,34.154095,305.5224,6.5835404,1.6609554,3.8587685
Africa,,2012,1118.487,2046.8298,1146.7704,34.119267,304.97705,6.897696,2.7218072,4.0424066
Africa,,2013,1130.1606,2121.4414,1169.7455,36.891415,320.65207,9.793645,2.1463213,4.433249
Africa,,2014,1183.806,2143.3335,1202.32,35.859425,336.15042,13.708232,5.1585293,5.462047
Africa,,2015,1119.0386,2199.145,1325.3599,31.622433,324.2737,23.996231,8.775349,7.1696815
Africa,,2016,1186.288,2210.9258,1370.4951,38.599907,314.35477,29.919565,14.413415,7.231852
Africa,,2017,1185.0671,2233.0898,1448.7449,36.245564,336.2319,33.1529,20.687313,7.6260357
Africa,,2018,1163.5999,2257.502,1543.5508,29.399641,356.11508,39.075584,26.59893,8.17267
Africa,,2019,1231.3168,2262.0361,1549.7299,34.39065,367.50095,50.957653,33.98899,8.262966
Africa,,2020,1157.9011,2011.0526,1535.9724,35.155136,384.41803,55.94757,42.175064,8.066416
Africa,,2021,1168.7407,2183.542,1643.8152,26.1747,401.44714,63.888702,43.21504,8.026317
Africa (BP),,1965,323.49612,341.26276,9.543755,0,41.118813,0,,
Africa (BP),,1966,323.1222,369.48657,10.669916,0,45.862915,0,,
Africa (BP),,1967,330.2916,368.12524,10.54567,0,47.875538,0,,
Africa (BP),,1968,343.5129,389.19986,10.68897,0,56.00047,0,,
Africa (BP),,1969,346.6429,396.92288,12.492,0,65.3521,0,,
Africa (BP),,1970,360.7569,433.7723,15.520325,0,81.70288,0,,
Africa (BP),,1971,383.01233,473.56543,18.405264,0,76.92132,0,0,0.164
Africa (BP),,1972,384.21082,510.67264,24.670656,0,87.625046,0,0,0.165
Africa (BP),,1973,408.91034,549.7198,39.551792,0,92.68892,0,0,0.17
Africa (BP),,1974,425.64624,567.7997,44.518486,0,105.467155,0,0,0.175
Africa (BP),,1975,451.0805,596.40466,53.63838,0,111.53163,0,0,0.172
Africa (BP),,1976,481.07416,652.5805,60.98139,0,123.59515,0,0,0.185
Africa (BP),,1977,491.69846,695.1663,68.23419,0,135.81087,0,0,0.189
Africa (BP),,1978,477.81558,732.181,97.369896,0,136.92912,0,0,0.195
Africa (BP),,1979,507.247,770.93866,148.84282,0,146.56386,0,0,0.201
Africa (BP),,1980,543.55707,817.2389,186.91397,0,142.85742,0,0,0.207
Africa (BP),,1981,635.79877,883.8619,228.49115,0,148.41988,0,0,0.218
Africa (BP),,1982,701.1759,925.22723,246.73355,0,148.4593,0,0,0.236
Africa (BP),,1983,713.24603,964.5522,271.27536,0,133.79536,0,0,0.23
Africa (BP),,1984,762.8979,981.752,259.90277,11.137246,131.55637,0,0,0.234
Africa (BP),,1985,787.1659,1007.09186,278.84274,15.081392,146.22218,0,0,0.269
Africa (BP),,1986,805.3561,988.5932,313.2712,24.978643,151.23631,0,0,0.659
Africa (BP),,1987,828.3197,1042.0687,323.38437,17.498955,145.05943,0,0,0.658
Africa (BP),,1988,890.1608,1086.2682,358.44455,29.774044,158.47528,0,0,0.626
Africa (BP),,1989,835.62085,1123.9265,371.47104,31.493578,166.40816,0,0,0.617
Africa (BP),,1990,877.6782,1142.4028,398.6454,23.974163,169.3014,0,0,0.796
Africa (BP),,1991,853.76215,1148.7052,401.6356,25.946238,179.3458,0,0,0.812
Africa (BP),,1992,858.8312,1170.5247,421.27026,26.35484,171.09225,0,0,0.84225
Africa (BP),,1993,871.7139,1180.0768,412.64398,20.58617,167.60956,0.0059166667,0,0.9377
Africa (BP),,1994,894.4478,1221.8846,431.82794,27.515383,170.3109,0.015972223,0,0.835
Africa (BP),,1995,922.47125,1266.7817,461.2435,32.066753,176.73593,0.018638888,0,1.0187
Africa (BP),,1996,935.2282,1293.9712,484.19174,33.41174,184.2691,0.021,0,1.2580931
Africa (BP),,1997,959.0191,1332.2731,474.47552,35.88605,188.81114,0.021277778,0,1.3866404
Africa (BP),,1998,937.03894,1363.5087,499.337,38.59304,197.0978,0.022472221,0,1.7125493
Africa (BP),,1999,966.01074,1414.5602,504.0196,36.42518,209.0126,0.058548335,0,1.6961248
Africa (BP),,2000,963.7305,1420.3865,556.8223,36.91607,222.53064,0.51895165,0.035309445,2.2690632
Africa (BP),,2001,975.9263,1432.6643,634.63617,30.21782,237.57631,1.2208859,0.043949444,2.3353527
Africa (BP),,2002,934.4216,1479.1666,670.60535,33.585613,248.17819,1.2947483,0.049035557,2.2864
Africa (BP),,2003,1017.04846,1524.8151,711.5067,35.24046,239.4766,1.5533036,0.058174446,2.6224
Africa (BP),,2004,1119.1617,1586.5107,783.06824,36.957527,251.33615,2.213917,0.07079333,2.9788496
Africa (BP),,2005,1039.0726,1654.9193,807.7816,31.029053,254.37918,2.2345567,0.08413695,3.0096693
Africa (BP),,2006,1054.097,1673.7168,843.4421,27.37538,261.91766,2.4258943,0.107875,3.7704048
Africa (BP),,2007,1071.6333,1734.7408,900.0697,30.707249,269.18546,2.8734944,0.14273639,3.1420484
Africa (BP),,2008,1180.725,1824.851,935.1621,35.06555,272.4835,3.6861727,0.20416167,3.2673957
Africa (BP),,2009,1176.0021,1885.9764,940.86066,34.31848,278.0456,4.4382644,0.26760194,3.5627222
Africa (BP),,2010,1164.8401,1966.2146,980.7318,36.028275,298.92563,6.3410387,0.5996686,3.764553
Africa (BP),,2011,1147.2993,1934.1709,1060.527,34.154095,305.5224,6.58354,1.6609564,3.8587687
Africa (BP),,2012,1118.4869,2046.83,1146.7704,34.119267,304.97705,6.897696,2.7218072,4.042407
Africa (BP),,2013,1130.1606,2121.4414,1169.7455,36.891415,320.65207,9.793645,2.1463213,4.433249
Africa (BP),,2014,1183.8062,2143.3335,1202.32,35.859425,336.15042,13.708233,5.1585293,5.462047
Africa (BP),,2015,1119.0386,2199.145,1325.3599,31.622433,324.2737,23.996231,8.775337,7.1696815
Africa (BP),,2016,1186.288,2210.926,1370.4951,38.599907,314.35477,29.919565,14.413415,7.231852
Africa (BP),,2017,1185.0671,2233.0898,1448.7448,36.245564,336.23187,33.1529,20.687313,7.6260357
Africa (BP),,2018,1163.5999,2257.502,1543.5508,29.399641,356.11508,39.0756,26.598932,8.17267
Africa (BP),,2019,1231.3169,2262.0361,1549.7299,34.39065,367.50098,50.957653,33.988987,8.262966
Africa (BP),,2020,1157.9011,2011.0526,1535.9724,35.155136,384.41803,55.94757,42.175068,8.066416
Africa (BP),,2021,1168.7406,2183.542,1643.8151,26.1747,401.44714,63.888706,43.21504,8.026318
Algeria,DZA,1965,0.8141,15.4052515,7.4305,0,1.1827959,0,0,0
Algeria,DZA,1966,0.79084,20.272705,7.71925,0,1.0497311,0,0,0
Algeria,DZA,1967,0.60476,18.942032,7.48825,0,1.2123655,0,0,0
Algeria,DZA,1968,0.63965,20.167301,7.87325,0,1.664785,0,0,0
Algeria,DZA,1969,0.8141,21.30593,10.351687,0,1.067473,0,0,0
Algeria,DZA,1970,0.96529,24.347681,9.730875,0,1.7150539,0,0,0
Algeria,DZA,1971,0.26749,27.44005,11.0495,0,0.9758064,0,0,0
Algeria,DZA,1972,0.2326,30.121414,12.830125,0,1.4637097,0,0,0
Algeria,DZA,1973,0.26749,32.900345,17.859188,0,2.223656,0,0,0
Algeria,DZA,1974,0.22097,36.543842,20.6745,0,1.4696236,0,0,0
Algeria,DZA,1975,0.27912,40.63067,28.49,0,0.9698925,0,0,0
Algeria,DZA,1976,0.54661,46.71773,33.6875,0,1.1502689,0,0,0
Algeria,DZA,1977,0.70943,52.80649,35.90125,0,0.79543,0,0,0
Algeria,DZA,1978,0.36053,54.607944,57.65375,0,0.7392472,0,0,0
Algeria,DZA,1979,0.83736,65.31862,81.52375,0,0.8604839,0,0,0
Algeria,DZA,1980,0.74432,66.20243,109.43625,0,0.7599461,0,0,0
Algeria,DZA,1981,0.52335,71.323074,142.2575,0,1.0822581,0,0,0
Algeria,DZA,1982,9.71105,75.57342,161.41125,0,1.4163978,0,0,0
Algeria,DZA,1983,8.66435,84.89242,176.715,0,0.6948925,0,0,0
Algeria,DZA,1984,9.60638,94.00201,155.25125,0,1.3365592,0,0,0
Algeria,DZA,1985,10.02506,96.5538,153.8075,0,1.910215,0,0,0
Algeria,DZA,1986,10.29255,98.021255,168.4375,0,0.7392472,0,0,0
Algeria,DZA,1987,12.30454,99.100525,172.2875,0,1.4755375,0,0,0
Algeria,DZA,1988,11.57185,99.1726,194.13625,0,0.5411292,0,0,0
Algeria,DZA,1989,9.78083,103.93666,182.6825,0,0.66827947,0,0,0
Algeria,DZA,1990,7.66417,111.811615,195.09875,0,0.3991936,0,0,0
Algeria,DZA,1991,7.9084,110.627785,192.6925,0,0.8663978,0,0,0
Algeria,DZA,1992,9.39704,111.292656,198.94875,0,0.58844084,0,0,0
Algeria,DZA,1993,7.65254,110.754875,178.54375,0,1.0438173,0,0,0
Algeria,DZA,1994,7.2106,106.050896,188.16875,0,0.49086028,0,0,0
Algeria,DZA,1995,7.2106,103.14228,202.22125,0,0.5706989,0,0,0
Algeria,DZA,1996,3.39596,98.42208,207.7075,0,0.3991936,0,0,0
Algeria,DZA,1997,5.95456,97.64342,194.04,0,0.22177416,0,0,0
Algeria,DZA,1998,6.37324,100.658745,200.68124,0,0.6357528,0,0,0
Algeria,DZA,1999,6.82681,98.898346,205.10875,0,0.6002689,0,0,0
Algeria,DZA,2000,5.64055,103.13248,191.01294,0,0.1596775,0,0,0
Algeria,DZA,2001,6.5128,106.77534,197.32213,0,0.2027075,0,0,0
Algeria,DZA,2002,8.54805,118.39723,194.83888,0,0.16637361,0,0,0
Algeria,DZA,2003,7.04778,123.17412,205.93169,0,0.76853275,0,0,0
Algeria,DZA,2004,8.40849,128.74683,211.89919,0,0.72329473,0,0,0
Algeria,DZA,2005,6.90822,134.21338,223.55988,0,1.5900536,0,0,0
Algeria,DZA,2006,10.25766,139.84572,228.4975,0,0.61916,0,0,0
Algeria,DZA,2007,8.80391,156.39,233.80681,0,0.6390422,0,0,0
Algeria,DZA,2008,8.80391,169.9159,244.04187,0,0.79524636,0,0,0
Algeria,DZA,2009,5.65218,180.13443,262.1176,0,0.9551075,0,0,0
Algeria,DZA,2010,3.6053,181.61192,253.27225,0,0.4801753,0,0.02525,0
Algeria,DZA,2011,3.19825,192.22765,267.96964,0,1.0427713,0,0.049983334,0
Algeria,DZA,2012,3.39596,204.39526,298.74075,0,1.0666127,0,0.07327278,0
Algeria,DZA,2013,1.83754,213.57639,321.21512,0,0.2698164,0,0.077946946,0
Algeria,DZA,2014,2.08177,221.92516,360.91824,0,0.5228558,0.0027083333,0.16254583,0
Algeria,DZA,2015,1.54679,236.14848,379.225,0,0.3904811,0.05116639,0.1561925,0
Algeria,DZA,2016,0.56987,229.56386,385.9625,0,0.19274667,0.051003054,0.6558742,0
Algeria,DZA,2017,2.11666,225.51212,394.625,0,0.14903222,0.050564446,1.3412902,0
Algeria,DZA,2018,5.815,229.5276,434.0875,0,0.30955,0.026444444,1.5953736,0
Algeria,DZA,2019,4.80319,237.4872,450.54626,0,0.4006678,0.026361112,1.6211231,0
Algeria,DZA,2020,4.8163495,211.63516,436.0125,0,0.1302639,0.020222222,1.799008,0
Algeria,DZA,2021,4.80319,219.8416,458.15,,0.024333334,0.027472222,1.7374736,0
Argentina,ARG,1965,8.4550495,275.20718,41.234,0,3.6226556,0,0,0
Argentina,ARG,1966,6.9718184,283.8665,44.6572,0,3.6694171,0,0,0
Argentina,ARG,1967,7.840397,290.72382,46.69945,0,3.7574394,0,0,0
Argentina,ARG,1968,7.6190352,296.78262,51.999577,0,4.428607,0,0,0
Argentina,ARG,1969,9.12217,307.99832,51.805077,0,3.971993,0,0,0
Argentina,ARG,1970,11.722598,278.42194,58.5445,0,4.6044087,0,0,0.05624185
Argentina,ARG,1971,10.277542,296.48773,63.202774,0,4.5719438,0,0,0.05899074
Argentina,ARG,1972,8.651295,295.17285,70.92442,0,4.443309,0,0,0.07602739
Argentina,ARG,1973,9.496522,297.2388,80.70777,0,8.863367,0,0,0.05997025
Argentina,ARG,1974,11.825922,297.09723,85.4244,2.9396656,14.769165,0,0,0.06100323
Argentina,ARG,1975,11.510941,281.26944,87.525,7.142025,15.360893,0,0,0.063990325
Argentina,ARG,1976,11.642586,290.19528,98.51425,7.2980886,14.829012,0,0,0.060962547
Argentina,ARG,1977,11.008503,305.63098,102.8905,4.645012,17.052309,0,0,0.064003065
Argentina,ARG,1978,13.419195,297.26913,100.07025,8.217443,22.906668,0,0,0.06397281
Argentina,ARG,1979,12.501674,319.84976,102.8905,7.6385903,31.512379,0,0,0.09498376
Argentina,ARG,1980,11.144589,296.97797,112.12925,6.639785,44.771423,0,0,0.09901763
Argentina,ARG,1981,10.560467,278.56592,117.18625,7.990442,43.42278,0,0,0.08701801
Argentina,ARG,1982,10.666076,265.01834,133.13525,5.306153,52.019936,0,0,0.1149734
Argentina,ARG,1983,9.679963,268.7532,143.152,9.661738,54.46334,0,0,0.15497561
Argentina,ARG,1984,7.1852236,255.60059,152.39075,13.168907,58.778637,0,0,0.11498845
Argentina,ARG,1985,10.599606,237.52023,155.69725,16.36111,61.071068,0,0,0.12000641
Argentina,ARG,1986,12.109349,249.71896,168.2425,16.205048,62.18621,0,0,0.123990245
Argentina,ARG,1987,13.439672,266.55307,168.33975,18.344534,64.795074,0,0,0.10598629
Argentina,ARG,1988,13.772349,268.33374,196.6395,16.451912,45.121124,0,0,0.12296129
Argentina,ARG,1989,14.902768,246.32074,206.559,14.298238,38.99498,0,0,0.10600155
Argentina,ARG,1990,12.266132,229.9597,197.32025,20.659946,52.37767,0,0,0.13302182
Argentina,ARG,1991,10.794012,240.25671,200.9185,22.007767,46.925213,0,0,0.1310081
Argentina,ARG,1992,12.168163,252.69298,217.2565,20.092443,56.670967,0,0,0.12998593
Argentina,ARG,1993,8.069987,247.75331,229.41275,21.990742,70.28263,0,0,0.09599508
Argentina,ARG,1994,7.065107,261.48206,235.83125,23.366936,80.68641,0,0,0.099004395
Argentina,ARG,1995,7.4141526,259.53027,262.47775,20.049881,78.3711,0,0,0.119016126
Argentina,ARG,1996,7.766816,259.79773,301.18326,21.165024,66.44853,0.028440278,0,0.22302064
Argentina,ARG,1997,6.1277137,275.28638,277.5515,22.589457,82.57294,0.043148335,0,0.17875852
Argentina,ARG,1998,8.23741,283.2721,296.70975,21.147999,78.28778,0.09622333,0.000050277777,0.20689325
Argentina,ARG,1999,9.885469,286.95975,314.701,20.163382,63.27008,0.10284694,0.000076944445,0.26199996
Argentina,ARG,2000,7.512647,264.89783,322.96725,17.52733,84.49668,0.102779165,0.00010638889,0.3860283
Argentina,ARG,2001,6.1568522,245.29501,302.35025,19.899952,107.4648,0.14501221,0.00012638888,0.36299825
Argentina,ARG,2002,4.5862966,232.81517,294.37576,16.30405,104.4325,0.21425694,0.00013722222,0.5299802
Argentina,ARG,2003,5.593865,237.42206,336.2905,21.055779,98.02586,0.2260764,0.00018861111,0.88059855
Argentina,ARG,2004,9.519819,254.68645,368.09125,21.75953,87.78204,0.20876417,0.00020166667,0.86751235
Argentina,ARG,2005,10.961645,266.75812,392.89,18.88508,97.97495,0.20536305,0.00023194445,0.9164998
Argentina,ARG,2006,9.9238205,281.35175,406.505,21.081718,108.16867,0.19815388,0.00025611112,1.046309
Argentina,ARG,2007,14.360361,313.74554,427.122,19.682812,88.27875,0.17416167,0.00030833334,1.0708514
Argentina,ARG,2008,17.51607,317.05167,431.88724,19.938072,87.67296,0.117885,0.00040277778,1.2059801
Argentina,ARG,2009,9.620938,303.0577,418.3556,21.929419,96.67863,0.10285972,0.0002125,1.1889358
Argentina,ARG,2010,13.47208,328.158,420.87418,19.203362,92.593056,0.07036528,0.00023833333,1.4423598
Argentina,ARG,2011,14.618646,340.00577,438.3979,16.94204,86.033966,0.07335417,0.0044444446,1.4191314
Argentina,ARG,2012,13.669181,361.2564,456.6421,16.844624,79.9669,1.0141377,0.022416666,1.484553
Argentina,ARG,2013,14.939302,383.7835,460.2769,16.233166,89.3157,1.2355814,0.041083056,1.6066635
Argentina,ARG,2014,15.891717,379.91562,461.5498,14.334412,87.82001,1.6782616,0.043193888,1.482859
Argentina,ARG,2015,15.814129,387.30865,466.5257,18.18994,87.08391,1.5978347,0.039540835,1.517351
Argentina,ARG,2016,12.188642,375.29422,482.1001,21.283125,79.64934,1.4653006,0.038209446,1.1388094
Argentina,ARG,2017,12.525288,370.8972,483.00027,15.547312,84.08156,1.6275573,0.04369028,1.3890371
Argentina,ARG,2018,13.709147,353.2107,487.02142,17.446835,85.40055,3.7377324,0.2860825,1.5898329
Argentina,ARG,2019,8.123962,324.7226,465.58917,21.356302,72.501114,13.1692295,2.1079817,1.6499021
Argentina,ARG,2020,10.015326,297.37708,439.31244,26.871191,62.16246,24.71506,3.530673,2.264699
Argentina,ARG,2021,18.253904,340.59506,459.35156,27.197569,51.280422,33.85339,5.7450805,2.1038966
Asia,,1965,2604.7842,2232.485,94.07477,0.070937775,422.57114,0,0,0.1
Asia,,1966,2753.783,2505.829,108.526505,1.6571087,440.72614,0,0,0.122
Asia,,1967,2667.211,2878.505,126.21153,1.784797,411.76282,0,0,0.173
Asia,,1968,2708.1685,3250.3425,148.64937,2.9623656,457.6866,0,0,0.179
Asia,,1969,3056.8274,3744.9028,183.48022,5.12677,475.14154,0,0,0.178
Asia,,1970,3440.9536,4295.1167,218.33952,16.71053,486.36957,0,0,0.40870398
Asia,,1971,3697.763,4780.219,249.01793,25.625261,532.02374,0,0,0.39761102
Asia,,1972,3842.5747,5166.9043,276.8143,30.09737,550.2113,0,0,0.42359102
Asia,,1973,3932.5076,5872.899,338.35718,34.16494,511.50867,0,0,0.450998
Asia,,1974,4027.638,5863.514,400.5083,62.504845,582.5669,0,0,0.514547
Asia,,1975,4352.3564,5818.0684,459.15836,79.10506,627.58215,0,0,0.598507
Asia,,1976,4453.9956,6275.469,511.23123,105.70347,645.51184,0,0,0.528553
Asia,,1977,4754.6685,6687.2686,619.9296,96.49886,634.1106,0,0,0.752774
Asia,,1978,4987.235,7108.4883,733.8872,189.37021,667.8612,0,0,0.967644
Asia,,1979,5233.94,7371.071,894.3802,233.45268,722.08826,0,0,1.881672
Asia,,1980,5541.4194,6965.9927,932.26654,274.6574,773.687,0,0,3.27229
Asia,,1981,5723.5645,6899.1094,957.2914,295.15594,825.0414,0,0,5.158717
Asia,,1982,5951.4644,6872.519,1022.4517,345.18784,817.2095,0,0,13.786909
Asia,,1983,6326.9673,7120.4736,1100.3403,412.88583,854.6579,0,0,15.969758
Asia,,1984,6892.8066,7476.664,1353.0009,496.60992,856.6503,0,0,17.504143
Asia,,1985,7993.005,8199.693,2157.7722,610.6749,1014.9135,0,0,18.650616
Asia,,1986,8322.275,8385.08,2427.474,649.5678,1022.6381,0,0,19.50979
Asia,,1987,8908.044,8673.916,2586.5667,768.97906,1059.5243,0,0,19.839085
Asia,,1988,9504.191,9304.535,2777.1804,725.6454,1217.4332,0,0,21.396158
Asia,,1989,9890.94,9747.575,3012.6296,757.5465,1245.4998,0,0,23.113253
Asia,,1990,10067.662,10316.577,3132.374,814.75977,1313.2599,0.0985225,0.011805556,18.881407
Asia,,1991,10460.022,10674.097,3316.262,870.17255,1327.7328,0.36370692,0.011805556,19.272646
Asia,,1992,10791.163,11296.724,3529.3804,893.3349,1337.3724,0.65284055,0.04582611,19.529099
Asia,,1993,11286.324,11734.914,3513.7263,989.94135,1486.4065,0.9161964,0.08428223,19.343426
Asia,,1994,11824.197,12348.588,3796.9973,1056.8002,1475.0402,1.709341,0.10644723,22.93912
Asia,,1995,12006.163,13025.047,4033.9578,1165.0417,1592.3455,3.2958176,0.14641222,27.571014
Asia,,1996,12509.935,13584.345,4316.743,1230.6073,1581.7603,2.8886104,0.21454471,28.013805
Asia,,1997,12527.632,14226.381,4538.378,1309.1163,1575.5612,3.536096,0.34407702,31.614063
Asia,,1998,12504.702,13953.072,4738.892,1362.2075,1670.1357,4.3112154,0.4947608,33.696926
Asia,,1999,12813.23,14394.848,5115.055,1385.105,1626.857,6.0019774,0.72643745,36.97982
Asia,,2000,13317.1045,14903.107,5395.233,1424.5581,1675.6648,7.0454307,1.1287683,40.588943
Asia,,2001,13945.783,15058.351,5743.8115,1433.7634,1796.9381,9.402444,1.6285747,41.515842
Asia,,2002,15021.726,15456.154,6074.999,1460.8711,1849.2834,10.129174,2.249888,42.871227
Asia,,2003,17196.309,16080.264,6503.45,1291.3639,1909.299,13.32399,3.0549026,44.736835
Asia,,2004,19349.209,17059.164,6988.3374,1472.2356,2234.6326,23.483322,4.0079026,47.316742
Asia,,2005,21995.963,17239.047,7521.4087,1527.3425,2300.812,29.352169,5.063904,52.971306
Asia,,2006,23728.766,17689.326,7977.54,1557.8738,2516.3892,45.69147,6.241994,56.996235
Asia,,2007,25784.416,18248.25,8605.575,1485.0785,2625.0808,60.313583,7.440398,63.23911
Asia,,2008,26500.443,18480.465,9200.066,1432.829,2960.1829,91.66824,8.967247,71.15207
Asia,,2009,27379.117,18629.807,9460.394,1489.7334,2858,141.52359,11.514546,80.0869
Asia,,2010,28691.03,19729.69,10398.672,1559.2688,3271.5579,216.39905,16.258396,91.83977
Asia,,2011,30863.795,20295.574,11160.103,1285.972,3292.089,303.7643,28.537594,100.99215
Asia,,2012,31625.379,21202.186,11738.725,912.1578,3703.8062,395.06436,42.70378,109.71559
Asia,,2013,32274.053,21588.268,12044.907,917.2199,3975.963,504.18365,79.67569,121.81989
Asia,,2014,32904.273,21946.367,12535.039,982.41174,4315.1753,571.7406,160.7482,140.66154
Asia,,2015,32640.432,22738.826,12983.826,1100.9365,4468.981,648.8334,246.38547,163.37277
Asia,,2016,32643.137,23536.895,13336.904,1224.2122,4614.269,835.7452,370.18268,166.46243
Asia,,2017,33240.152,24108.035,13976.306,1284.937,4707.219,1040.3447,579.5465,194.7894
Asia,,2018,34077.934,24619.21,14723.519,1428.2195,4788.0337,1232.0375,821.72736,232.83195
Asia,,2019,34519.426,24867.578,15092.289,1658.1254,5099.429,1355.1796,1032.6678,260.6604
Asia,,2020,34101.305,23417.275,15312.18,1677.6733,5202.053,1520.194,1228.2402,285.71262
Asia,,2021,36037.973,24457.223,16249.497,1833.9404,5071.185,2055.6802,1516.7802,336.35724
Asia Pacific (BP),,1965,2780.7314,1932.2678,56.231968,0.070937775,461.55515,0,0,1.644
Asia Pacific (BP),,1966,2931.5122,2202.6782,62.38925,1.6571087,479.9543,0,0,1.643
Asia Pacific (BP),,1967,2854.2986,2566.628,71.39151,1.784797,452.02533,0,0,1.424
Asia Pacific (BP),,1968,2896.7332,2932.8025,77.81803,2.9623656,497.51083,0,0,1.577
Asia Pacific (BP),,1969,3250.1877,3406.3406,102.600426,5.1267695,515.0005,0,0,1.608
Asia Pacific (BP),,1970,3631.1387,3952.283,142.32472,16.71053,534.35754,0,0,1.776704
Asia Pacific (BP),,1971,3886.6707,4395.814,170.55856,25.625261,589.7924,0,0,1.754611
Asia Pacific (BP),,1972,4036.5913,4737.704,196.7801,30.09737,606.5258,0,0,1.785591
Asia Pacific (BP),,1973,4134.1763,5385.284,243.52914,34.164936,573.6903,0,0,1.834998
Asia Pacific (BP),,1974,4234.7363,5350.234,305.92618,62.504845,644.3416,0,0,2.8156047
Asia Pacific (BP),,1975,4557.451,5319.128,349.8788,79.10506,687.33514,0,0,2.9736698
Asia Pacific (BP),,1976,4665.6807,5660.6694,405.0799,105.703476,689.7277,0,0,2.9064
Asia Pacific (BP),,1977,4975.578,5951.206,498.98422,96.49886,671.34985,0,0,2.941779
Asia Pacific (BP),,1978,5219.296,6319.1147,598.111,189.37021,700.94366,0,0,3.2368069
